uid,date,traj_site,traj_arr
2618,2013-01-07,"(1009,)","(25,)"
2618,2013-01-09,"(1009,)","(25,)"
2618,2013-01-10,"(1009,)","(25,)"
2618,2013-01-11,"(1009,)","(25,)"
2618,2013-01-12,"(114,)","(3,)"
2618,2013-01-14,"(191,)","(3,)"
2618,2013-01-15,"(433, 604, 599)","(7, 15)"
2618,2013-01-17,"(106, 114, 106, 114, 106)","(4, 3, 4, 3, 4)"
2618,2013-01-18,"(191,)","(3,)"
2618,2013-01-19,"(188, 114)","(4, 3)"
2618,2013-01-20,"(106, 191, 114, 106, 114)","(4, 3, 4, 3)"
2630,2013-01-07,"(57, 72, 57, 59, 55, 57, 49, 24, 26, 28, 26, 19, 25, 82, 216, 247, 242, 48, 30, 26, 28, 91, 101, 32, 49, 73)","(3, 2, 1, 3, 2, 4, 2, 4, 2, 3, 2)"
2630,2013-01-08,"(40, 12, 11, 33, 52, 79, 65, 48, 28, 26, 28, 33, 41, 49, 57, 49, 57, 49, 57, 26, 28)","(4, 2, 4, 2, 3, 2)"
2630,2013-01-09,"(26, 24, 257, 247, 257, 208, 25, 26)","(2, 4, 2)"
2630,2013-01-10,"(24, 26, 28, 24, 26)","(2,)"
2630,2013-01-11,"(26, 41, 82, 65, 32, 33, 79, 59, 57, 45, 72, 26)","(2, 4, 2, 4, 2, 3, 1, 3, 2)"
2630,2013-01-12,"(26, 24, 26, 28, 26)","(2,)"
2630,2013-01-13,"(163, 26, 24, 49, 26)","(4, 2, 3, 2)"
2630,2013-01-14,"(24, 26, 45, 52, 109, 216, 226, 257, 60, 117, 89, 117, 164, 26, 24, 57, 48, 57, 48, 26, 24, 26)","(2, 1, 2, 4, 3, 2, 3, 1, 2, 3, 2, 3, 2)"
2630,2013-01-15,"(26, 24)","(2,)"
2630,2013-01-16,"(26, 24, 26, 24, 26)","(2,)"
2630,2013-01-17,"(28, 24, 28, 26, 72, 57)","(2, 3)"
2630,2013-01-18,"(26, 24, 19, 165, 24, 26, 28, 26, 24, 26)","(2, 4, 2)"
2630,2013-01-19,"(26, 24, 26, 24, 28, 26, 24, 28, 24, 26, 24, 26)","(2,)"
2630,2013-01-20,"(24, 26, 24, 26)","(2,)"
2650,2013-01-08,"(240,)","(1,)"
2650,2013-01-09,"(272, 240)","(1,)"
2650,2013-01-10,"(223,)","(1,)"
2650,2013-01-11,"(240,)","(1,)"
2650,2013-01-12,"(274, 223)","(3, 1)"
2650,2013-01-13,"(277, 223, 240, 218)","(5, 1)"
2650,2013-01-14,"(223, 274, 223, 218, 240)","(1, 3, 1)"
2650,2013-01-15,"(240,)","(1,)"
2650,2013-01-16,"(240,)","(1,)"
2650,2013-01-17,"(223, 240, 223, 274, 223)","(1, 3, 1)"
2650,2013-01-18,"(223,)","(1,)"
2650,2013-01-20,"(240,)","(1,)"
2658,2013-01-07,"(343,)","(6,)"
2658,2013-01-08,"(343,)","(6,)"
2658,2013-01-09,"(343,)","(6,)"
2658,2013-01-11,"(252,)","(3,)"
2658,2013-01-12,"(343,)","(6,)"
2658,2013-01-13,"(321, 343)","(6,)"
2658,2013-01-14,"(289, 237, 265, 343)","(3, 6)"
2658,2013-01-15,"(343,)","(6,)"
2658,2013-01-16,"(252, 265, 343)","(3, 6)"
2658,2013-01-17,"(343, 265, 237, 265, 252, 265, 343)","(6, 3, 6)"
2658,2013-01-18,"(252, 265, 252, 237, 252)","(3,)"
2658,2013-01-19,"(252,)","(3,)"
2667,2013-01-07,"(214, 155)","(4,)"
2667,2013-01-08,"(155, 161, 155)","(4,)"
2667,2013-01-09,"(216, 155)","(4,)"
2667,2013-01-11,"(161, 155, 132, 155, 147, 155)","(4,)"
2667,2013-01-13,"(480, 492, 484, 480, 492, 265, 480)","(10, 3, 10)"
2667,2013-01-16,"(155, 161)","(4,)"
2667,2013-01-17,"(214, 155, 161, 155)","(4,)"
2667,2013-01-18,"(155,)","(4,)"
2667,2013-01-19,"(214, 185, 155, 492)","(4, 10)"
2667,2013-01-20,"(492, 484, 492)","(10,)"
2669,2013-01-07,"(223, 207, 117, 121, 46, 39, 46, 37, 46, 253, 227, 253, 242, 40, 46, 39, 46, 119, 121, 218, 223)","(1, 3, 1, 2, 4, 2, 1)"
2669,2013-01-08,"(223, 46, 39, 46, 41, 46, 39, 46, 39, 46, 37, 230, 227, 235, 228, 232, 210, 213, 220, 207, 223, 218, 223)","(1, 2, 4, 3, 1)"
2669,2013-01-09,"(223, 46, 39, 46, 41, 46, 41, 46, 41, 46, 223)","(1, 2, 1)"
2669,2013-01-10,"(223, 46, 37, 46, 37, 36, 46, 57, 46, 223)","(1, 2, 3, 2, 1)"
2669,2013-01-11,"(223, 46, 39, 52, 46, 39, 46, 207)","(1, 2, 1)"
2669,2013-01-12,"(218, 223, 14, 48, 167, 203, 207, 220, 207, 223)","(1, 2, 1)"
2669,2013-01-13,"(223, 220, 207, 220, 165, 245, 167)","(1, 4, 3, 1)"
2669,2013-01-14,"(223, 46, 39, 46, 39, 46, 36, 37, 46, 36, 39, 46, 39, 46, 39, 46)","(1, 2)"
2669,2013-01-15,"(223, 203, 167, 46, 39, 46, 39, 37, 39, 46, 39, 46, 39, 46, 39, 223, 220, 223)","(1, 2, 1)"
2669,2013-01-16,"(223, 203, 77, 109, 253, 257, 253, 216, 77, 46, 39, 46, 39, 46, 167, 207, 223)","(1, 4, 2, 1)"
2669,2013-01-17,"(46, 191, 101, 46, 41, 46, 39, 46, 39, 36, 37, 39, 46, 39, 46, 39)","(2, 3, 4, 2)"
2669,2013-01-18,"(218, 223, 46, 39, 46, 223, 218)","(1, 2, 1)"
2669,2013-01-19,"(223, 207, 220, 207, 218, 223)","(1,)"
2669,2013-01-20,"(223, 190, 46, 207, 223, 207, 223)","(1, 2, 1)"
2672,2013-01-07,"(236, 290, 279)","(1,)"
2672,2013-01-08,"(209,)","(1,)"
2672,2013-01-09,"(209, 236, 209)","(1,)"
2672,2013-01-10,"(290,)","(1,)"
2672,2013-01-11,"(209, 212, 209)","(1,)"
2672,2013-01-12,"(209, 236, 209)","(1,)"
2672,2013-01-13,"(209, 212)","(1,)"
2672,2013-01-14,"(209, 290, 279, 290, 209)","(1,)"
2672,2013-01-15,"(209, 236, 209)","(1,)"
2672,2013-01-16,"(209, 141, 209)","(1, 3, 1)"
2672,2013-01-17,"(290, 209)","(1,)"
2672,2013-01-18,"(209, 272)","(1,)"
2672,2013-01-19,"(209, 196, 209)","(1,)"
2672,2013-01-20,"(209,)","(1,)"
2674,2013-01-08,"(491,)","(11,)"
2674,2013-01-09,"(491,)","(11,)"
2674,2013-01-10,"(256,)","(3,)"
2674,2013-01-11,"(256, 234, 256, 234, 484)","(3, 10)"
2674,2013-01-13,"(932,)","(54,)"
2674,2013-01-14,"(491,)","(11,)"
2674,2013-01-15,"(491, 351, 491)","(11, 5, 11)"
2674,2013-01-16,"(491, 351, 491, 487)","(11, 5, 11)"
2674,2013-01-17,"(1045, 1030)","(25,)"
2674,2013-01-19,"(491,)","(11,)"
2674,2013-01-20,"(491,)","(11,)"
2676,2013-01-07,"(166, 144, 166, 154)","(3, 1)"
2676,2013-01-08,"(154, 121, 117, 154)","(1, 3, 1)"
2676,2013-01-09,"(137, 166, 144, 154, 166, 180)","(1, 3, 1, 3, 1)"
2676,2013-01-10,"(144, 166, 154)","(3, 1)"
2676,2013-01-11,"(154,)","(1,)"
2676,2013-01-12,"(166, 137, 117, 137)","(3, 1, 3, 1)"
2676,2013-01-13,"(166, 97, 137, 154, 166, 213, 154, 166)","(3, 1, 3, 1, 3)"
2676,2013-01-14,"(144, 166, 137, 166, 154)","(3, 1, 3, 1)"
2676,2013-01-15,"(166, 154, 137, 166, 313, 388, 392, 396, 392, 401, 392, 396)","(3, 1, 3, 6, 8)"
2676,2013-01-16,"(183, 130)","(3, 4)"
2676,2013-01-17,"(392, 396)","(8,)"
2676,2013-01-18,"(396, 392, 396, 392, 396, 392)","(8,)"
2676,2013-01-19,"(400, 392, 396, 392, 396)","(8,)"
2676,2013-01-20,"(380, 396, 392, 396)","(7, 8)"
2679,2013-01-09,"(121, 117, 377)","(1, 3, 8)"
2679,2013-01-10,"(401, 381, 88, 401)","(8, 1, 8)"
2679,2013-01-11,"(403, 88, 154, 119, 405, 401)","(8, 1, 8)"
2679,2013-01-12,"(377, 88)","(8, 1)"
2679,2013-01-13,"(401,)","(8,)"
2679,2013-01-14,"(401, 124)","(8, 4)"
2679,2013-01-15,"(401,)","(8,)"
2679,2013-01-17,"(401, 377)","(8,)"
2679,2013-01-18,"(375, 381, 401, 240, 377)","(5, 8, 1, 8)"
2679,2013-01-19,"(401, 479, 477, 481, 479, 481, 433, 435, 433, 402, 377, 375, 370, 377)","(8, 10, 7, 8, 5, 8)"
2679,2013-01-20,"(88, 93, 401, 377)","(1, 8)"
2685,2013-01-07,"(1145, 1148)","(86,)"
2685,2013-01-08,"(1151, 1148, 1174, 1142)","(86, 90)"
2685,2013-01-09,"(819, 183, 355, 475, 532)","(53, 3, 6, 10, 12)"
2685,2013-01-12,"(1139, 1163, 1148, 1163, 1148, 1121, 1189)","(90, 86, 87, 86)"
2685,2013-01-13,"(1121, 1163, 1148, 1189)","(87, 86)"
2685,2013-01-14,"(1145,)","(86,)"
2685,2013-01-15,"(1151, 1148)","(86,)"
2685,2013-01-16,"(1174,)","(90,)"
2685,2013-01-17,"(1174, 1180)","(90,)"
2685,2013-01-19,"(1139, 1163, 1139, 1155, 1139, 1163, 1148, 1121, 1148, 1163, 1148, 1163)","(90, 86, 90, 86, 87, 86)"
2685,2013-01-20,"(1121, 1148, 1163)","(87, 86)"
2689,2013-01-07,"(265, 121, 154, 121, 256, 268)","(3, 1, 3)"
2689,2013-01-08,"(181,)","(3,)"
2689,2013-01-09,"(181, 154, 265)","(3, 1, 3)"
2689,2013-01-11,"(137, 154, 121)","(1,)"
2689,2013-01-12,"(154, 164, 121, 154, 265)","(1, 3)"
2689,2013-01-13,"(154, 237)","(1, 3)"
2689,2013-01-14,"(154, 268)","(1, 3)"
2689,2013-01-15,"(166, 154)","(3, 1)"
2689,2013-01-16,"(181,)","(3,)"
2689,2013-01-17,"(166, 181)","(3,)"
2689,2013-01-18,"(121,)","(1,)"
2689,2013-01-19,"(154,)","(1,)"
2689,2013-01-20,"(237,)","(3,)"
2690,2013-01-07,"(1581, 1570, 1584, 1581, 1570)","(116, 122, 116, 122)"
2690,2013-01-08,"(1581, 1570, 1581, 1578, 1570, 1581, 1570, 1578, 1570, 1569, 1570, 1581)","(116, 122, 116, 122, 116, 122, 116)"
2690,2013-01-09,"(1570, 1581, 1570, 1584, 1581, 1570, 1569, 1581, 1574, 1570, 1581, 1570, 1581, 1578, 1581, 1584, 1578, 1570, 1581, 1570, 1581)","(122, 116, 122, 116, 122, 116, 122, 116, 122, 116, 122, 116, 122, 116, 122, 116)"
2690,2013-01-10,"(1581, 1578, 1581, 1570, 1581, 1578, 1570, 1581, 1570, 1578, 1570, 1581, 1578, 1584, 1570, 1581, 1584, 1570, 1581, 1578)","(116, 122, 116, 122, 116, 122, 116, 122, 116, 122, 116, 122, 116, 122, 116, 122)"
2690,2013-01-11,"(1569, 1578, 1581, 1570, 1581, 1584)","(122, 116, 122, 116)"
2690,2013-01-12,"(1584, 1581, 1570, 1581, 1570, 1581, 1570, 1581, 1570, 1578, 1581)","(116, 122, 116, 122, 116, 122, 116, 122, 116)"
2690,2013-01-13,"(1570, 1581, 1628, 1623, 1599, 1492, 1430)","(122, 116, 118, 107)"
2690,2013-01-14,"(360, 340, 183, 171, 183, 171, 187, 360, 352, 358, 360)","(6, 3, 6, 5, 6)"
2690,2013-01-15,"(360, 362, 360, 344, 343, 106, 114, 125, 114, 106, 114)","(6, 4, 3, 4, 3)"
2690,2013-01-16,"(105, 114, 360, 311, 125)","(4, 3, 6, 3)"
2690,2013-01-17,"(105, 125)","(4, 3)"
2690,2013-01-18,"(125, 106, 125)","(3, 4, 3)"
2690,2013-01-19,"(183, 171, 114)","(3,)"
2690,2013-01-20,"(125,)","(3,)"
2699,2013-01-07,"(257, 225, 156, 129, 50, 155, 177)","(4, 1, 2, 4)"
2699,2013-01-08,"(257, 225, 208, 225, 246, 219, 177)","(4,)"
2699,2013-01-09,"(225, 246, 226, 219, 177)","(4,)"
2699,2013-01-10,"(170, 208, 73, 33)","(4, 2)"
2699,2013-01-11,"(225, 208, 226, 225, 246, 243, 226, 225, 243, 246, 243, 175, 177)","(4,)"
2699,2013-01-12,"(177, 106, 131, 177)","(4, 3, 4)"
2699,2013-01-13,"(177,)","(4,)"
2699,2013-01-14,"(175, 246, 30, 33, 177)","(4, 2, 4)"
2699,2013-01-15,"(225, 246, 243, 221, 225, 230, 177)","(4,)"
2699,2013-01-16,"(177, 131, 225, 243, 257, 177)","(4, 3, 4)"
2699,2013-01-17,"(208, 225, 208, 226, 177)","(4,)"
2699,2013-01-18,"(225, 243, 225, 177)","(4,)"
2699,2013-01-19,"(177,)","(4,)"
2699,2013-01-20,"(177, 33)","(4, 2)"
2700,2013-01-08,"(456,)","(10,)"
2700,2013-01-09,"(456, 117, 93, 333)","(10, 3, 1, 7)"
2700,2013-01-10,"(313, 456, 386, 333, 456)","(6, 10, 7, 10)"
2700,2013-01-11,"(456, 408, 510, 1009, 1013, 731, 456)","(10, 7, 15, 25, 28, 10)"
2700,2013-01-12,"(402, 205, 187, 171, 187, 456)","(7, 3, 10)"
2700,2013-01-13,"(456,)","(10,)"
2700,2013-01-14,"(456, 412, 456, 419, 355, 371, 333, 160, 355, 456)","(10, 8, 10, 7, 6, 7, 3, 6, 10)"
2700,2013-01-15,"(456, 169, 196, 303, 456, 420, 417, 420, 417, 408, 210, 420, 436, 456, 420)","(10, 1, 5, 10, 8, 7, 3, 8, 10, 8)"
2700,2013-01-16,"(456, 355, 456)","(10, 6, 10)"
2700,2013-01-17,"(456, 425, 428, 425, 417, 456, 420, 416, 373, 355, 319, 210, 166, 117, 88, 355)","(10, 8, 10, 8, 7, 6, 3, 1, 6)"
2700,2013-01-18,"(456, 404, 456)","(10, 8, 10)"
2700,2013-01-19,"(456, 319, 109, 188, 309)","(10, 6, 4, 6)"
2700,2013-01-20,"(456,)","(10,)"
2702,2013-01-07,"(447, 420, 447, 371, 191)","(10, 8, 10, 7, 3)"
2702,2013-01-08,"(447, 431)","(10, 8)"
2702,2013-01-09,"(447,)","(10,)"
2702,2013-01-10,"(447, 420, 447)","(10, 8, 10)"
2702,2013-01-11,"(447, 420, 447)","(10, 8, 10)"
2702,2013-01-12,"(447, 431, 447, 431, 447)","(10, 8, 10, 8, 10)"
2702,2013-01-13,"(447,)","(10,)"
2702,2013-01-14,"(447, 420, 456, 447)","(10, 8, 10)"
2702,2013-01-15,"(447,)","(10,)"
2702,2013-01-16,"(447,)","(10,)"
2702,2013-01-17,"(447,)","(10,)"
2702,2013-01-18,"(447, 471, 447)","(10,)"
2702,2013-01-19,"(447,)","(10,)"
2702,2013-01-20,"(447, 431, 447, 431, 447, 420, 447, 420)","(10, 8, 10, 8, 10, 8, 10, 8)"
2705,2013-01-07,"(1076, 1062, 1076, 1074, 1076, 1062)","(25,)"
2705,2013-01-08,"(1076, 1069, 1076)","(25,)"
2705,2013-01-09,"(1076, 1062, 1076)","(25,)"
2705,2013-01-10,"(1076, 1069, 1062)","(25,)"
2705,2013-01-11,"(1076,)","(25,)"
2705,2013-01-12,"(1076,)","(25,)"
2705,2013-01-13,"(1076, 1062, 1076)","(25,)"
2705,2013-01-14,"(1076, 1069, 1076, 1073, 1069, 1076)","(25,)"
2705,2013-01-15,"(1076, 1069, 1076)","(25,)"
2705,2013-01-16,"(1076, 1074, 1076, 1074, 1069, 1043, 1076)","(25,)"
2705,2013-01-17,"(1062, 1076, 1061, 1076)","(25,)"
2705,2013-01-18,"(1076, 1055, 1073, 1076, 1062, 1076)","(25,)"
2705,2013-01-19,"(1076, 1074, 1073, 1058, 1073, 1058, 1076)","(25,)"
2705,2013-01-20,"(1030, 578, 191, 155, 161, 155)","(25, 14, 3, 4)"
2709,2013-01-08,"(174, 160, 174, 205)","(3,)"
2709,2013-01-09,"(174,)","(3,)"
2709,2013-01-10,"(174,)","(3,)"
2709,2013-01-11,"(174,)","(3,)"
2709,2013-01-12,"(174, 205, 144)","(3,)"
2709,2013-01-13,"(174, 205, 144, 168)","(3,)"
2709,2013-01-14,"(174, 160)","(3,)"
2709,2013-01-15,"(174,)","(3,)"
2709,2013-01-16,"(174,)","(3,)"
2709,2013-01-17,"(174,)","(3,)"
2709,2013-01-20,"(174,)","(3,)"
2713,2013-01-08,"(232, 171, 125)","(3,)"
2713,2013-01-10,"(125,)","(3,)"
2713,2013-01-11,"(210,)","(3,)"
2713,2013-01-12,"(125,)","(3,)"
2713,2013-01-13,"(125,)","(3,)"
2713,2013-01-16,"(210, 184, 332, 383)","(3, 6, 8)"
2713,2013-01-17,"(210,)","(3,)"
2713,2013-01-18,"(139, 159)","(4, 3)"
2713,2013-01-19,"(210, 171, 159, 114)","(3,)"
2713,2013-01-20,"(395,)","(8,)"
2719,2013-01-07,"(676, 668, 676)","(94,)"
2719,2013-01-08,"(676, 624, 620)","(94, 93)"
2719,2013-01-09,"(624, 620, 624, 620, 624, 676)","(93, 94)"
2719,2013-01-10,"(676, 728, 797, 809, 800, 765, 676)","(94, 99, 100, 99, 94)"
2719,2013-01-11,"(676, 790, 809, 797, 815, 820, 809, 803, 791, 809, 790, 676, 620, 676)","(94, 100, 94, 93, 94)"
2719,2013-01-12,"(676, 809, 814, 803, 797, 815, 809, 814, 676)","(94, 100, 94)"
2719,2013-01-13,"(676, 769)","(94, 98)"
2719,2013-01-14,"(250, 257, 250, 156, 173, 367, 199, 178, 199, 363)","(4, 1, 8, 1, 5)"
2719,2013-01-15,"(359, 363, 366, 359, 292, 302, 255, 13, 14, 23)","(5, 6, 3, 2)"
2719,2013-01-16,"(257, 5, 12, 324, 359, 363, 359)","(4, 2, 6, 5)"
2719,2013-01-17,"(359,)","(5,)"
2719,2013-01-18,"(359, 367, 114, 106, 171, 114, 359)","(5, 8, 3, 4, 3, 5)"
2719,2013-01-19,"(359, 324, 359, 324, 359, 363, 359)","(5, 6, 5, 6, 5)"
2719,2013-01-20,"(359, 15, 12, 14, 21)","(5, 2)"
2724,2013-01-07,"(364, 361, 364, 37, 440, 437)","(7, 2, 9)"
2724,2013-01-08,"(437, 454, 364)","(9, 7)"
2724,2013-01-09,"(319, 333, 443, 448, 454, 364)","(6, 7, 9, 7)"
2724,2013-01-10,"(364, 355, 292, 73, 105, 101, 128, 101, 73, 37, 106, 73, 355, 244, 364)","(7, 6, 5, 2, 4, 2, 4, 2, 6, 3, 7)"
2724,2013-01-11,"(454, 423, 317, 321, 343, 354, 355, 361, 355, 364)","(9, 7, 6, 7, 6, 7, 6, 7)"
2724,2013-01-12,"(106, 386, 364, 355, 364, 355, 244, 364)","(4, 7, 6, 7, 6, 3, 7)"
2724,2013-01-13,"(364, 83, 190, 364)","(7, 2, 1, 7)"
2724,2013-01-14,"(364, 355, 364)","(7, 6, 7)"
2724,2013-01-15,"(73, 364, 355)","(2, 7, 6)"
2724,2013-01-16,"(394, 106, 144, 448, 364)","(7, 4, 3, 9, 7)"
2724,2013-01-17,"(437, 364)","(9, 7)"
2724,2013-01-18,"(257, 73, 437, 423, 402, 364)","(4, 2, 9, 7)"
2724,2013-01-19,"(454, 437, 423, 364, 355, 142, 160, 106, 96)","(9, 7, 6, 3, 4, 2)"
2724,2013-01-20,"(364,)","(7,)"
2730,2013-01-07,"(232,)","(3,)"
2730,2013-01-09,"(232,)","(3,)"
2730,2013-01-10,"(259,)","(1,)"
2730,2013-01-12,"(232,)","(3,)"
2730,2013-01-13,"(212,)","(1,)"
2730,2013-01-14,"(232,)","(3,)"
2730,2013-01-15,"(232, 191, 209, 238)","(3, 1)"
2730,2013-01-16,"(232, 209)","(3, 1)"
2730,2013-01-17,"(232, 238)","(3, 1)"
2730,2013-01-18,"(232, 212)","(3, 1)"
2730,2013-01-19,"(232,)","(3,)"
2739,2013-01-09,"(119,)","(1,)"
2739,2013-01-10,"(181, 166)","(3,)"
2739,2013-01-11,"(166,)","(3,)"
2739,2013-01-12,"(166,)","(3,)"
2739,2013-01-13,"(166,)","(3,)"
2739,2013-01-14,"(119, 166)","(1, 3)"
2739,2013-01-15,"(166,)","(3,)"
2739,2013-01-16,"(162, 166)","(3,)"
2739,2013-01-17,"(166,)","(3,)"
2739,2013-01-18,"(166,)","(3,)"
2739,2013-01-19,"(166,)","(3,)"
2739,2013-01-20,"(166,)","(3,)"
2750,2013-01-07,"(218, 251, 218, 251, 218, 229, 218, 251, 218, 229, 218, 229, 251, 218, 251, 229, 218, 229, 218, 229, 218, 229, 218, 251, 229, 251, 218, 229, 218, 251, 218, 251, 218)","(1,)"
2750,2013-01-08,"(229, 251, 218, 229, 218, 229, 218, 229, 218, 251, 218, 251, 218, 204, 141, 131, 110, 140)","(1, 3, 4)"
2750,2013-01-09,"(140, 147, 120, 218, 229, 218, 229, 259, 218, 229, 218)","(4, 1)"
2750,2013-01-10,"(251, 218, 229, 218, 251, 229, 218, 229, 218, 259, 218, 251, 199, 218, 251, 218, 251, 218, 251)","(1,)"
2750,2013-01-11,"(251, 218, 173, 140, 120, 140, 120, 140, 120, 31, 50, 218)","(1, 4, 2, 1)"
2750,2013-01-12,"(251, 218, 251, 218, 229, 251, 229, 218, 251, 229, 218, 215, 229, 218, 259, 218, 251, 222, 229, 251, 218, 229, 218, 229, 251, 218)","(1,)"
2750,2013-01-13,"(251, 229, 218, 251, 218, 229, 251, 229, 218, 173, 210, 367, 235, 219, 185, 202, 201, 140, 104, 140, 147, 140, 120, 140, 120, 140, 147)","(1, 3, 8, 4)"
2750,2013-01-14,"(140, 229, 218, 251, 229, 218, 229, 218, 229, 218, 259, 296, 367, 323, 322, 315, 229, 218, 229, 251, 218, 251, 218, 251, 229, 218, 229, 218, 251)","(4, 1, 5, 8, 5, 1)"
2750,2013-01-15,"(251, 218, 251, 218, 229, 218, 251, 218, 251, 229, 218, 251, 218, 251, 218, 251, 229, 218, 251)","(1,)"
2750,2013-01-16,"(229, 140, 104, 140, 120, 140, 120, 140, 218, 251, 218, 251, 218)","(1, 4, 1)"
2750,2013-01-17,"(218, 229, 218, 251, 240, 218, 229, 251, 218, 251, 229, 218, 229, 251, 229, 218, 251, 218, 251, 259, 218, 251, 218)","(1,)"
2750,2013-01-18,"(218, 229, 251, 229, 218, 251, 229, 218, 251, 229, 251, 218, 251, 218, 251, 79, 140, 104, 147, 235, 230, 235, 140)","(1, 4)"
2750,2013-01-19,"(140, 147, 140, 218, 229, 251, 218, 251, 218, 229, 251, 229, 218, 251, 218, 229, 218, 251, 229, 251, 218, 229, 251, 229, 251, 229, 218)","(4, 1)"
2750,2013-01-20,"(218, 229, 218, 251, 229, 218, 259, 218, 251, 218, 229, 251, 229, 251, 218, 251, 229, 218, 251, 218, 251, 229, 218, 251, 218, 251, 218, 251)","(1,)"
2752,2013-01-07,"(93, 88, 93, 251, 92)","(1, 3)"
2752,2013-01-08,"(92, 60, 89, 88, 111, 92)","(3, 2, 1, 3)"
2752,2013-01-09,"(92, 89, 106, 73, 154, 119, 92)","(3, 2, 4, 2, 1, 3)"
2752,2013-01-10,"(389, 377, 92)","(8, 3)"
2752,2013-01-11,"(92,)","(3,)"
2752,2013-01-12,"(92, 255, 274, 321, 55, 51, 56)","(3, 6, 1, 2)"
2752,2013-01-13,"(73, 144, 168, 117, 108, 92, 108)","(2, 3)"
2752,2013-01-14,"(92, 72, 92, 84, 182, 92)","(3, 2, 1, 3)"
2752,2013-01-15,"(321, 317, 189, 173, 117, 89, 92)","(6, 1, 3, 2, 3)"
2752,2013-01-16,"(92, 138, 196, 72, 100)","(3, 1, 3)"
2752,2013-01-17,"(92, 72, 92)","(3,)"
2752,2013-01-18,"(171, 92, 84, 89, 60, 92, 100, 108, 92)","(3, 2, 3)"
2752,2013-01-19,"(92, 100, 92)","(3,)"
2752,2013-01-20,"(92, 89, 121, 92, 143, 100, 92, 108, 92, 100, 97, 305, 319, 333, 319, 245, 402, 433, 480)","(3, 2, 1, 3, 1, 3, 1, 5, 6, 7, 6, 3, 7, 10)"
2756,2013-01-07,"(56, 51, 56, 63, 56, 63, 8, 10)","(2,)"
2756,2013-01-08,"(8, 63, 56, 63, 56)","(2,)"
2756,2013-01-09,"(56, 63, 72, 48, 56, 63, 56, 116, 63, 56, 51, 63, 56)","(2, 3, 2, 1, 2)"
2756,2013-01-10,"(56, 30, 19, 24, 30, 19, 30, 56, 57, 56, 55, 56, 63, 56)","(2, 3, 2, 1, 2)"
2756,2013-01-11,"(56, 80, 63, 49, 63, 56, 63, 56)","(2, 1, 2, 3, 2)"
2756,2013-01-12,"(56, 96, 116, 63, 56)","(2, 1, 2)"
2756,2013-01-13,"(56, 73, 68, 90, 56, 83, 167, 116, 259, 264)","(2, 1)"
2756,2013-01-14,"(56, 63, 56, 116, 63, 56)","(2, 1, 2)"
2756,2013-01-15,"(56,)","(2,)"
2756,2013-01-16,"(56, 63, 56)","(2,)"
2756,2013-01-17,"(56, 63, 56)","(2,)"
2756,2013-01-18,"(56,)","(2,)"
2756,2013-01-19,"(116, 56, 55, 92)","(1, 2, 1, 3)"
2756,2013-01-20,"(72, 56, 96, 55, 56, 63, 56)","(3, 2, 1, 2)"
2757,2013-01-07,"(157, 125, 47, 112, 102, 127, 114, 127)","(3, 4, 1, 3)"
2757,2013-01-08,"(112, 127, 102, 127)","(1, 3)"
2757,2013-01-09,"(127, 93, 116)","(3, 1)"
2757,2013-01-10,"(112, 116, 112, 116, 157)","(1, 3)"
2757,2013-01-11,"(114, 125, 112, 116, 112, 153, 123, 96, 116, 142, 157)","(3, 1, 2, 1, 3)"
2757,2013-01-12,"(112, 111)","(1,)"
2757,2013-01-13,"(157, 125, 157, 141, 203, 209, 144, 193, 209, 125, 157, 125)","(3, 1, 3, 4, 1, 3)"
2757,2013-01-14,"(125, 157, 116, 88, 65, 157, 125)","(3, 1, 4, 3)"
2757,2013-01-15,"(125, 157, 141, 114, 102, 127, 81, 102, 70, 102, 106, 127, 114, 119, 116, 102, 157, 125, 206, 116, 102)","(3, 2, 3, 4, 3, 4, 3, 1, 3, 1, 3)"
2757,2013-01-16,"(157, 141)","(3,)"
2757,2013-01-17,"(112, 116, 127, 102, 125)","(1, 3)"
2757,2013-01-18,"(125, 112, 127, 141, 157)","(3, 1, 3)"
2757,2013-01-19,"(114, 55, 116, 190, 223, 112)","(3, 1)"
2757,2013-01-20,"(112, 245, 111, 112, 111, 95, 112, 119, 117, 127, 116, 88, 93, 127, 102, 127, 157)","(1, 3, 1, 3, 1, 3)"
2761,2013-01-07,"(239,)","(3,)"
2761,2013-01-08,"(239,)","(3,)"
2761,2013-01-09,"(295,)","(6,)"
2761,2013-01-11,"(295,)","(6,)"
2761,2013-01-12,"(295, 336)","(6, 5)"
2761,2013-01-14,"(239,)","(3,)"
2761,2013-01-15,"(295, 239)","(6, 3)"
2761,2013-01-17,"(239,)","(3,)"
2761,2013-01-18,"(239, 295, 301)","(3, 6)"
2761,2013-01-19,"(295, 301, 295)","(6,)"
2761,2013-01-20,"(295,)","(6,)"
2765,2013-01-07,"(1408,)","(81,)"
2765,2013-01-08,"(1406, 1408, 1407, 1406, 1407, 1406, 1407, 1406, 1407, 1408)","(81,)"
2765,2013-01-09,"(1408, 1406, 1408, 1407, 1406, 1408, 1406)","(81,)"
2765,2013-01-10,"(1407, 1408)","(81,)"
2765,2013-01-11,"(1408,)","(81,)"
2765,2013-01-12,"(1408, 1442, 1449, 1464, 1461, 1467, 1409, 418, 1352)","(81, 78, 108, 107, 7, 110)"
